qmof_id,name,info.formula,info.formula_reduced,info.mofid.mofid,info.mofid.mofkey,info.mofid.smiles_nodes,info.mofid.smiles_linkers,info.mofid.smiles,info.mofid.topology,info.natoms,info.pld,info.lcd,info.density,info.volume,info.symmetry.spacegroup,info.symmetry.spacegroup_number,info.symmetry.spacegroup_crystal,info.symmetry.pointgroup,info.synthesized,info.source,info.doi,inputs.pbe.theory,inputs.pbe.pseudopotentials,inputs.pbe.encut,inputs.pbe.kpoints,inputs.pbe.gamma,inputs.pbe.spin,outputs.pbe.energy_total,outputs.pbe.energy_vdw,outputs.pbe.energy_elec,outputs.pbe.net_magmom,outputs.pbe.bandgap,outputs.pbe.cbm,outputs.pbe.vbm,outputs.pbe.directgap,outputs.pbe.bandgap_spins,outputs.pbe.cbm_spins,outputs.pbe.vbm_spins,outputs.pbe.directgap_spins,inputs.hle17.theory,inputs.hle17.pseudopotentials,inputs.hle17.encut,inputs.hle17.kpoints,inputs.hle17.gamma,inputs.hle17.spin,inputs.hse06_10hf.theory,inputs.hse06_10hf.pseudopotentials,inputs.hse06_10hf.encut,inputs.hse06_10hf.kpoints,inputs.hse06_10hf.gamma,inputs.hse06_10hf.spin,inputs.hse06.theory,inputs.hse06.pseudopotentials,inputs.hse06.encut,inputs.hse06.kpoints,inputs.hse06.gamma,inputs.hse06.spin,outputs.hle17.energy_total,outputs.hle17.energy_vdw,outputs.hle17.energy_elec,outputs.hle17.net_magmom,outputs.hle17.bandgap,outputs.hle17.cbm,outputs.hle17.vbm,outputs.hle17.directgap,outputs.hle17.bandgap_spins,outputs.hle17.cbm_spins,outputs.hle17.vbm_spins,outputs.hle17.directgap_spins,outputs.hse06_10hf.energy_total,outputs.hse06_10hf.energy_vdw,outputs.hse06_10hf.energy_elec,outputs.hse06_10hf.net_magmom,outputs.hse06_10hf.bandgap,outputs.hse06_10hf.cbm,outputs.hse06_10hf.vbm,outputs.hse06_10hf.directgap,outputs.hse06_10hf.bandgap_spins,outputs.hse06_10hf.cbm_spins,outputs.hse06_10hf.vbm_spins,outputs.hse06_10hf.directgap_spins,outputs.hse06.energy_total,outputs.hse06.energy_vdw,outputs.hse06.energy_elec,outputs.hse06.net_magmom,outputs.hse06.bandgap,outputs.hse06.cbm,outputs.hse06.vbm,outputs.hse06.directgap,outputs.hse06.bandgap_spins,outputs.hse06.cbm_spins,outputs.hse06.vbm_spins,outputs.hse06.directgap_spins,water_stable
qmof-f80342c,ZUBKEO_FSR,Cu2C16H8O8,CuC8H4O4,,,['[Cu][Cu]'],['[O-]C(=O)c1ccc(cc1)C(=O)[O-]'],[Cu][Cu].[O-]C(=O)c1ccc(cc1)C(=O)[O-],,34,5.32831,6.01326,1.348278899955419,560.7740624468125,P-1,2,triclinic,-1,True,CSD,https://doi.org/10.1002/ejic.201301543,PBE-D3BJ,"['Cu 22Jun2005', 'H 15Jun2001', 'C 08Apr2002', 'O 08Apr2002']",520,"[4, 2, 2]",False,True,-237.59809851,-2.50078,-235.09731851,2.0,1.4035729999999995,-1.081908,-1.635481,False,"[2.339134, 0.6352749999999998]","[0.703653, -1.081908]","[-1.635481, -1.717183]","[False, True]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7
qmof-293c249,boydwoo_str_m1_o10_o10_pcu_sym_136,Zn4C22H26O15,Zn4C22H26O15,CCC(=C(C(=O)[O-])CC)C(=O)[O-].COC(=C(C(=O)[O-])OC)C(=O)[O-].[Zn][O]([Zn])([Zn])[Zn] MOFid-v1.pcu.cat0,Zn.HAHASQAKYSVXBE.JSMRMEHPVKWHKV.MOFkey-v1.pcu,['[Zn][O]([Zn])([Zn])[Zn]'],"['CCC(=C(C(=O)[O-])CC)C(=O)[O-]', 'COC(=C(C(=O)[O-])OC)C(=O)[O-]']",CCC(=C(C(=O)[O-])CC)C(=O)[O-].COC(=C(C(=O)[O-])OC)C(=O)[O-].[Zn][O]([Zn])([Zn])[Zn],pcu,67,5.21144,6.57638,1.0402440523521894,1264.377574937813,P1,1,triclinic,1,False,BoydWoo,https://doi.org/10.24435/materialscloud:2018.0016/v3,PBE-D3BJ,"['Zn 06Sep2000', 'H 15Jun2001', 'C 08Apr2002', 'O 08Apr2002']",520,"[2, 2, 2]",False,False,-408.14997155,-3.46398,-404.68599155,0.0,3.872012,0.158656,-2.863356,False,"[None, None]","[None, None]","[None, None]","[None, None]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.85
qmof-7d9f443,boydwoo_str_m1_o10_o26_pcu_sym_17,Zn4C32H26N4O25,Zn4C32H26N4O25,CCOC(=C(C(=O)[O-])OCC)C(=O)[O-].CCOc1cc(C=Cc2cc(N(=O)=O)c(c(c2N(=O)=O)OCC)C(=O)[O-])cc(c1C(=O)[O-])N(=O)=O.[O-]C(=O)C=C(N(=O)=O)C(=O)[O-].[Zn][O]([Zn])([Zn])[Zn] MOFid-v1.pcu.cat0,Zn.AERZKEJCFSHTMN.VNYJDVJOYIUPIQ.ZWOANMCUGPOITR.MOFkey-v1.pcu,['[Zn][O]([Zn])([Zn])[Zn]'],"['CCOC(=C(C(=O)[O-])OCC)C(=O)[O-]', 'CCOc1cc(C=Cc2cc(N(=O)=O)c(c(c2N(=O)=O)OCC)C(=O)[O-])cc(c1C(=O)[O-])N(=O)=O', '[O-]C(=O)C=C(N(=O)=O)C(=O)[O-]']",CCOC(=C(C(=O)[O-])OCC)C(=O)[O-].CCOc1cc(C=Cc2cc(N(=O)=O)c(c(c2N(=O)=O)OCC)C(=O)[O-])cc(c1C(=O)[O-])N(=O)=O.[O-]C(=O)C=C(N(=O)=O)C(=O)[O-].[Zn][O]([Zn])([Zn])[Zn],pcu,91,7.61055,8.77481,0.8300959401836409,2256.865146349714,P1,1,triclinic,1,False,BoydWoo,https://doi.org/10.24435/materialscloud:2018.0016/v3,PBE-D3BJ,"['Zn 06Sep2000', 'H 15Jun2001', 'C 08Apr2002', 'N 08Apr2002', 'O 08Apr2002']",520,"[2, 2, 1]",True,False,-587.24997881,-4.66266,-582.58731881,0.0,2.456513,-1.702581,-3.309094,False,"[None, None]","[None, None]","[None, None]","[None, None]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.75
qmof-8d39634,boydwoo_str_m1_o1_o22_pcu_sym_74,Zn8Br24C62H32O30,Zn4Br12C31H16O15,CCCOc1cc(C(=O)[O-])c(c(c1C(=O)[O-])Br)Br.[O-]C(=O)C12C(Br)(Br)C(Br)(Br)C(C(C1(Br)Br)(Br)Br)(C(C2(Br)Br)(Br)Br)C(=O)[O-].[O-]C(=O)c1c(Br)c(Br)c(c(c1Br)Br)C(=O)[O-].[Zn][O]([Zn])([Zn])[Zn] MOFid-v1.pcu.cat0,Zn.AVJFTOYJRDSBBW.PNXPXUDJXYVOFM.SMJJMZORHBTIIA.MOFkey-v1.pcu,['[Zn][O]([Zn])([Zn])[Zn]'],"['CCCOc1cc(C(=O)[O-])c(c(c1C(=O)[O-])Br)Br', '[O-]C(=O)C12C(Br)(Br)C(Br)(Br)C(C(C1(Br)Br)(Br)Br)(C(C2(Br)Br)(Br)Br)C(=O)[O-]', '[O-]C(=O)c1c(Br)c(Br)c(c(c1Br)Br)C(=O)[O-]']",CCCOc1cc(C(=O)[O-])c(c(c1C(=O)[O-])Br)Br.[O-]C(=O)C12C(Br)(Br)C(Br)(Br)C(C(C1(Br)Br)(Br)Br)(C(C2(Br)Br)(Br)Br)C(=O)[O-].[O-]C(=O)c1c(Br)c(Br)c(c(c1Br)Br)C(=O)[O-].[Zn][O]([Zn])([Zn])[Zn],pcu,156,5.06313,9.22041,1.408397777748943,4359.885758598714,P1,1,triclinic,1,False,BoydWoo,https://doi.org/10.24435/materialscloud:2018.0016/v3,PBE-D3BJ,"['Zn 06Sep2000', 'H 15Jun2001', 'C 08Apr2002', 'Br 06Sep2000', 'O 08Apr2002']",520,"[1, 1, 1]",True,False,-938.40124384,-11.95372,-926.44752384,0.0,2.50165,-0.658231,-2.309881,True,"[None, None]","[None, None]","[None, None]","[None, None]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.72
qmof-aaacbaa,boydwoo_str_m1_o9_o20_pcu_sym_118,Zn8C84F8H16O50,Zn4C42F4H8O25,[O-]C(=O)C#CC#CC#CC(=O)[O-].[O-]C(=O)c1cc(c(cc1c1c(F)c(F)c(c(c1C(=O)O)C(=O)O)C(=O)O)C(=O)[O-])c1c(F)c(F)c(c(c1C(=O)O)C(=O)O)C(=O)O.[Zn][O]([Zn])([Zn])[Zn] MOFid-v1.pcu.cat0,Zn.IRPKFUWVCXZCGG.IVHBREJLPGXBAS.MOFkey-v1.pcu,['[Zn][O]([Zn])([Zn])[Zn]'],"['[O-]C(=O)C#CC#CC#CC(=O)[O-]', '[O-]C(=O)c1cc(c(cc1c1c(F)c(F)c(c(c1C(=O)O)C(=O)O)C(=O)O)C(=O)[O-])c1c(F)c(F)c(c(c1C(=O)O)C(=O)O)C(=O)O']",[O-]C(=O)C#CC#CC#CC(=O)[O-].[O-]C(=O)c1cc(c(cc1c1c(F)c(F)c(c(c1C(=O)O)C(=O)O)C(=O)O)C(=O)[O-])c1c(F)c(F)c(c(c1C(=O)O)C(=O)O)C(=O)O.[Zn][O]([Zn])([Zn])[Zn],pcu,166,7.62028,15.25635,0.5899747321846044,7037.201741708232,C2,5,monoclinic,2,False,BoydWoo,https://doi.org/10.24435/materialscloud:2018.0016/v3,PBE-D3BJ,"['Zn 06Sep2000', 'H 15Jun2001', 'C 08Apr2002', 'O 08Apr2002', 'F 08Apr2002']",520,"[1, 1, 1]",True,False,-1192.89917701,-9.08762,-1183.81155701,0.0,2.896509,-2.598531,-4.64504,True,"[None, None]","[None, None]","[None, None]","[None, None]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7
qmof-601b6ce,boydwoo_str_m3_o11_o19_nbo_sym_25,Zn6C36Cl8H8O24,Zn3C18Cl4H4O12,[O-]C(=O)C#CC#CC(=O)[O-].[O-]C(=O)C=C(C=C(C(=O)[O-])Cl)Cl.[Zn][Zn] MOFid-v1.nbo.cat0,Zn.FHXOPKKNGKBBKG.USZXDNVMPDEEBP.MOFkey-v1.nbo,['[Zn][Zn]'],"['[O-]C(=O)C#CC#CC(=O)[O-]', '[O-]C(=O)C=C(C=C(C(=O)[O-])Cl)Cl']",[O-]C(=O)C#CC#CC(=O)[O-].[O-]C(=O)C=C(C=C(C(=O)[O-])Cl)Cl.[Zn][Zn],nbo,82,10.83161,17.06677,0.421949938398388,5905.10650797175,C2/m,12,monoclinic,2/m,False,BoydWoo,https://doi.org/10.24435/materialscloud:2018.0016/v3,PBE-D3BJ,"['Zn 06Sep2000', 'H 15Jun2001', 'C 08Apr2002', 'Cl 06Sep2000', 'O 08Apr2002']",520,"[2, 2, 2]",False,False,-538.32827931,-4.35415,-533.97412931,0.0,3.440883,-2.576835,-5.167718,False,"[None, None]","[None, None]","[None, None]","[None, None]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.71
qmof-44bb29e,boydwoo_str_m3_o11_o21_pcu_sym_58,Zn2C18H10N2O22S4,ZnC9H5NO11S2,O=CC(=NS([O])(O)[O])C(=N)C=O.[O-]C(=O)C#CC=C(S(O)([O])[O])C#CC(=O)[O-].[O-]C(=O)C=C[C](S([O])([O])O)[C](S([O])(O)[O])C(=O)[O-].[Zn][Zn] MOFid-v1.pcu.cat0,Zn.BFIVUQKMKHJIDX.BVXLTQNWFXJOSJ.RSDPRHGUQWELGE.MOFkey-v1.pcu,['[Zn][Zn]'],"['O=CC(=NS([O])(O)[O])C(=N)C=O', '[O-]C(=O)C#CC=C(S(O)([O])[O])C#CC(=O)[O-]', '[O-]C(=O)C=C[C](S([O])([O])O)[C](S([O])(O)[O])C(=O)[O-]']",O=CC(=NS([O])(O)[O])C(=N)C=O.[O-]C(=O)C#CC=C(S(O)([O])[O])C#CC(=O)[O-].[O-]C(=O)C=C[C](S([O])([O])O)[C](S([O])(O)[O])C(=O)[O-].[Zn][Zn],pcu,58,6.26428,7.71984,0.9868957877039762,1456.027912261332,P1,1,triclinic,1,False,BoydWoo,https://doi.org/10.24435/materialscloud:2018.0016/v3,PBE-D3BJ,"['Zn 06Sep2000', 'H 15Jun2001', 'C 08Apr2002', 'S 06Sep2000', 'N 08Apr2002', 'O 08Apr2002']",520,"[2, 2, 2]",False,False,-377.7676872,-3.74471,-374.0229772,0.0,2.561709,-2.011548,-3.723257,True,"[None, None]","[None, None]","[None, None]","[None, None]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.79
qmof-a99c7d0,boydwoo_str_m3_o13_o18_pcu_sym_200,Zn2C46H22N6O10,ZnC23H11N3O5,COc1nccc2c1ccnc2OC.N#Cc1cc2c(c3c1ccc(c3C#N)C(=O)[O-])cc(c1c2c(C#N)c(cc1)C(=O)[O-])C#N.[O-]C(=O)c1ccc2c(c1)ccc(c2)C(=O)[O-].[Zn][Zn] MOFid-v1.pcu.cat0,Zn.NWGQTDPFOOUFPX.RXOHFPCZGPKIRD.VJWBFJRKAHKZSU.MOFkey-v1.pcu,['[Zn][Zn]'],"['COc1nccc2c1ccnc2OC', 'N#Cc1cc2c(c3c1ccc(c3C#N)C(=O)[O-])cc(c1c2c(C#N)c(cc1)C(=O)[O-])C#N', '[O-]C(=O)c1ccc2c(c1)ccc(c2)C(=O)[O-]']",COc1nccc2c1ccnc2OC.N#Cc1cc2c(c3c1ccc(c3C#N)C(=O)[O-])cc(c1c2c(C#N)c(cc1)C(=O)[O-])C#N.[O-]C(=O)c1ccc2c(c1)ccc(c2)C(=O)[O-].[Zn][Zn],pcu,86,8.8353,9.6029,0.7216561610485583,2184.8542448957182,P-1,2,triclinic,-1,False,BoydWoo,https://doi.org/10.24435/materialscloud:2018.0016/v3,PBE-D3BJ,"['Zn 06Sep2000', 'H 15Jun2001', 'C 08Apr2002', 'N 08Apr2002', 'O 08Apr2002']",520,"[2, 2, 2]",False,False,-619.19156065,-5.22281,-613.9687506500001,0.0,2.4521770000000003,-1.606681,-3.208858,False,"[None, None]","[None, None]","[None, None]","[None, None]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.74
qmof-74256d1,boydwoo_str_m3_o13_o19_pcu_sym_27,Zn2Br4C28H8N2O12,ZnBr2C14H4NO6,OC(=O)c1ncc(c2c1c(Br)cnc2C(=O)O)Br.[O-]C(=O)C#CC#CC(=O)[O-].[O-]C(=O)c1ccc2c(c1Br)ccc(c2Br)C(=O)[O-].[Zn][Zn] MOFid-v1.pcu.cat0,Zn.JJQHCLGGIDWZLM.LRMQKGRDJZCKLY.USZXDNVMPDEEBP.MOFkey-v1.pcu,['[Zn][Zn]'],"['OC(=O)c1ncc(c2c1c(Br)cnc2C(=O)O)Br', '[O-]C(=O)C#CC#CC(=O)[O-]', '[O-]C(=O)c1ccc2c(c1Br)ccc(c2Br)C(=O)[O-]']",OC(=O)c1ncc(c2c1c(Br)cnc2C(=O)O)Br.[O-]C(=O)C#CC#CC(=O)[O-].[O-]C(=O)c1ccc2c(c1Br)ccc(c2Br)C(=O)[O-].[Zn][Zn],pcu,56,7.09031,7.87945,0.8890566478033997,1895.4029104206395,P-1,2,triclinic,-1,False,BoydWoo,https://doi.org/10.24435/materialscloud:2018.0016/v3,PBE-D3BJ,"['Zn 06Sep2000', 'H 15Jun2001', 'C 08Apr2002', 'Br 06Sep2000', 'N 08Apr2002', 'O 08Apr2002']",520,"[2, 2, 2]",False,False,-389.62160457,-3.63497,-385.98663457,0.0,2.171987,-2.211924,-3.533911,False,"[None, None]","[None, None]","[None, None]","[None, None]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7
qmof-c26f0a1,boydwoo_str_m3_o13_o28_pcu_sym_188,Zn2C64H44I12N4O20,ZnC32H22I6N2O10,CCOc1c(OCC)c(C(=O)[O-])c(c2c1c(I)c(C(=O)[O-])c(c2OCC)OCC)I.CCOc1cc2C(=O)N(c3c(OCC)cc(c(c3I)I)C(=O)[O-])C(=O)c3c2c2c1C(=O)N(c1c(OCC)cc(c(c1I)I)C(=O)[O-])C(=O)c2cc3OCC.Ic1nc(I)c(c2c1c(I)c(nc2I)I)I.[Zn][Zn] MOFid-v1.pcu.cat0,Zn.SKQBUCAAVUMGLJ.WMFCNFHIMCPYSH.ZRGZPHSHDHMYGK.MOFkey-v1.pcu,['[Zn][Zn]'],"['CCOc1c(OCC)c(C(=O)[O-])c(c2c1c(I)c(C(=O)[O-])c(c2OCC)OCC)I', 'CCOc1cc2C(=O)N(c3c(OCC)cc(c(c3I)I)C(=O)[O-])C(=O)c3c2c2c1C(=O)N(c1c(OCC)cc(c(c1I)I)C(=O)[O-])C(=O)c2cc3OCC', 'Ic1nc(I)c(c2c1c(I)c(nc2I)I)I']",CCOc1c(OCC)c(C(=O)[O-])c(c2c1c(I)c(C(=O)[O-])c(c2OCC)OCC)I.CCOc1cc2C(=O)N(c3c(OCC)cc(c(c3I)I)C(=O)[O-])C(=O)c3c2c2c1C(=O)N(c1c(OCC)cc(c(c1I)I)C(=O)[O-])C(=O)c2cc3OCC.Ic1nc(I)c(c2c1c(I)c(nc2I)I)I.[Zn][Zn],pcu,146,6.29873,7.88506,1.278926300580958,3690.946546008402,P1,1,triclinic,1,False,BoydWoo,https://doi.org/10.24435/materialscloud:2018.0016/v3,PBE-D3BJ,"['Zn 06Sep2000', 'H 15Jun2001', 'C 08Apr2002', 'I 08Apr2002', 'N 08Apr2002', 'O 08Apr2002']",520,"[2, 2, 1]",True,False,-926.70791112,-10.52998,-916.17793112,0.0,1.671535,-1.127475,-1.94901,False,"[None, None]","[None, None]","[None, None]","[None, None]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.75
qmof-ddbf934,boydwoo_str_m3_o14_o29_pcu_sym_256,Zn2C58Cl4H24N4O18S2,ZnC29Cl2H12N2O9S,Clc1ccc2c(c1)nccn2.[O-]C(=O)c1cc(Cl)c(c(c1)S([O])([O])O)N1C(=O)c2ccc3c4c2c(C1=O)c(cc4c1c2c3ccc3c2c(cc1Cl)C(=O)N(C3=O)c1ccc(c(c1)Cl)C(=O)[O-])S(O)([O])[O].[O-]C(=O)c1ccc(c2c1cccc2)C(=O)[O-].[Zn][Zn] MOFid-v1.pcu.cat0,Zn.ABMFBCRYHDZLRD.HOOMNCITVCXDTR.XWHRLRLTXJADDM.MOFkey-v1.pcu,['[Zn][Zn]'],"['Clc1ccc2c(c1)nccn2', '[O-]C(=O)c1cc(Cl)c(c(c1)S([O])([O])O)N1C(=O)c2ccc3c4c2c(C1=O)c(cc4c1c2c3ccc3c2c(cc1Cl)C(=O)N(C3=O)c1ccc(c(c1)Cl)C(=O)[O-])S(O)([O])[O]', '[O-]C(=O)c1ccc(c2c1cccc2)C(=O)[O-]']",Clc1ccc2c(c1)nccn2.[O-]C(=O)c1cc(Cl)c(c(c1)S([O])([O])O)N1C(=O)c2ccc3c4c2c(C1=O)c(cc4c1c2c3ccc3c2c(cc1Cl)C(=O)N(C3=O)c1ccc(c(c1)Cl)C(=O)[O-])S(O)([O])[O].[O-]C(=O)c1ccc(c2c1cccc2)C(=O)[O-].[Zn][Zn],pcu,112,6.55071,7.70024,0.7825417401898098,2974.1419721079965,P1,1,triclinic,1,False,BoydWoo,https://doi.org/10.24435/materialscloud:2018.0016/v3,PBE-D3BJ,"['Zn 06Sep2000', 'H 15Jun2001', 'C 08Apr2002', 'S 06Sep2000', 'N 08Apr2002', 'Cl 06Sep2000', 'O 08Apr2002']",520,"[3, 2, 1]",True,False,-793.47404593,-7.16163,-786.31241593,0.0,1.938472,-2.032247,-3.120719,False,"[None, None]","[None, None]","[None, None]","[None, None]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7
qmof-72b8716,boydwoo_str_m3_o18_o22_pcu_sym_232,Zn2C54Cl2H46N2O8,ZnC27ClH23NO4,CCC1C(Cl)C2(C(=O)[O-])C(CC1(CC2Cl)C(=O)[O-])CC.CCc1cc2c3cncc(c3ccc2c2c1ccnc2)CC.[O-]C(=O)c1ccc2c(c1)c1ccc3c(c1cc2)cc(cc3)C(=O)[O-].[Zn][Zn] MOFid-v1.pcu.cat0,Zn.JSLYUERFBBICOD.SDNNFAHZLIROLG.WKEMZDSKVDQBDO.MOFkey-v1.pcu,['[Zn][Zn]'],"['CCC1C(Cl)C2(C(=O)[O-])C(CC1(CC2Cl)C(=O)[O-])CC', 'CCc1cc2c3cncc(c3ccc2c2c1ccnc2)CC', '[O-]C(=O)c1ccc2c(c1)c1ccc3c(c1cc2)cc(cc3)C(=O)[O-]']",CCC1C(Cl)C2(C(=O)[O-])C(CC1(CC2Cl)C(=O)[O-])CC.CCc1cc2c3cncc(c3ccc2c2c1ccnc2)CC.[O-]C(=O)c1ccc2c(c1)c1ccc3c(c1cc2)cc(cc3)C(=O)[O-].[Zn][Zn],pcu,114,5.79696,7.9207,0.7539871176172608,2318.3539663146908,P1,1,triclinic,1,False,BoydWoo,https://doi.org/10.24435/materialscloud:2018.0016/v3,PBE-D3BJ,"['Zn 06Sep2000', 'H 15Jun2001', 'C 08Apr2002', 'N 08Apr2002', 'Cl 06Sep2000', 'O 08Apr2002']",520,"[2, 1, 1]",True,False,-745.61816736,-6.50172,-739.11644736,0.0,2.784131,-0.81101,-2.745141,False,"[None, None]","[None, None]","[None, None]","[None, None]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.74
qmof-07c07d3,boydwoo_str_m3_o1_o24_nbo_sym_275,Zn6C76H60O50,Zn3C38H30O25,COC12C3(OC)C4(C2(C2(C1(C3(C42C=O)C(=O)[O-])C=O)C=O)C(=O)[O-])C=O.COc1c(C(=O)[O-])c(C=O)c(c(c1C=O)C(=O)[O-])OC.COc1c(C(=O)[O-])c(C=O)c(c(c1OC)C(=O)[O-])C=O.COc1c(C(=O)[O-])c(C=O)c(c(c1OC)C(=O)[O-])OC.COc1c(C(=O)[O-])c(OC)c(c(c1OC)C(=O)[O-])OC.[Zn][Zn] MOFid-v1.nbo.cat0,Zn.FCVDSDKEZPUDSC.RMHQROFIRFCBMK.RUYDEHNVLDZUSE.XNEGDCDLLIAGKU.ZMTDRURJAUIODQ.MOFkey-v1.nbo,['[Zn][Zn]'],"['COC12C3(OC)C4(C2(C2(C1(C3(C42C=O)C(=O)[O-])C=O)C=O)C(=O)[O-])C=O', 'COc1c(C(=O)[O-])c(C=O)c(c(c1C=O)C(=O)[O-])OC', 'COc1c(C(=O)[O-])c(C=O)c(c(c1OC)C(=O)[O-])C=O', 'COc1c(C(=O)[O-])c(C=O)c(c(c1OC)C(=O)[O-])OC', 'COc1c(C(=O)[O-])c(OC)c(c(c1OC)C(=O)[O-])OC']",COC12C3(OC)C4(C2(C2(C1(C3(C42C=O)C(=O)[O-])C=O)C=O)C(=O)[O-])C=O.COc1c(C(=O)[O-])c(C=O)c(c(c1C=O)C(=O)[O-])OC.COc1c(C(=O)[O-])c(C=O)c(c(c1OC)C(=O)[O-])C=O.COc1c(C(=O)[O-])c(C=O)c(c(c1OC)C(=O)[O-])OC.COc1c(C(=O)[O-])c(OC)c(c(c1OC)C(=O)[O-])OC.[Zn][Zn],nbo,192,5.46926,13.52812,0.7232161306329671,4972.5827280974,P1,1,triclinic,1,False,BoydWoo,https://doi.org/10.24435/materialscloud:2018.0016/v3,PBE-D3BJ,"['Zn 06Sep2000', 'H 15Jun2001', 'C 08Apr2002', 'O 08Apr2002']",520,"[1, 1, 1]",True,False,-1245.07757594,-10.35046,-1234.72711594,0.0,2.579827,-1.465549,-3.195376,True,"[None, None]","[None, None]","[None, None]","[None, None]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.79
qmof-293bef6,boydwoo_str_m3_o1_o24_pcu_sym_132,Zn2C26H22N2O8,ZnC13H11NO4,[O-]C(=O)C12C3C4C2C2C1C3C42C(=O)[O-].[O-]C(=O)c1c(C)c(C)c(c(c1C)C)C(=O)[O-].[Zn][Zn].n1ccncc1 MOFid-v1.pcu.cat0,Zn.JFKXMJUMOJJTCQ.KYQCOXFCLRTKLS.NEOZDUDLYDUOTE.MOFkey-v1.pcu,['[Zn][Zn]'],"['[O-]C(=O)C12C3C4C2C2C1C3C42C(=O)[O-]', '[O-]C(=O)c1c(C)c(C)c(c(c1C)C)C(=O)[O-]', 'n1ccncc1']",[O-]C(=O)C12C3C4C2C2C1C3C42C(=O)[O-].[O-]C(=O)c1c(C)c(C)c(c(c1C)C)C(=O)[O-].[Zn][Zn].n1ccncc1,pcu,60,5.94539,6.65301,0.8935499693644283,1154.5620090510888,P-1,2,triclinic,-1,False,BoydWoo,https://doi.org/10.24435/materialscloud:2018.0016/v3,PBE-D3BJ,"['Zn 06Sep2000', 'H 15Jun2001', 'C 08Apr2002', 'N 08Apr2002', 'O 08Apr2002']",520,"[2, 2, 2]",False,False,-389.95297551,-3.30964,-386.64333551,0.0,2.296918,-1.186507,-2.633425,False,"[None, None]","[None, None]","[None, None]","[None, None]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.75
qmof-4bdce90,boydwoo_str_m3_o1_o8_pcu_sym_63,Zn2C34Cl4H28N4O8,ZnC17Cl2H14N2O4,CCc1c([N][N]c2ccc(c(c2CC)Cl)C(=O)[O-])ccc(c1Cl)C(=O)[O-].CCc1cc(C(=O)[O-])c(cc1C(=O)[O-])CC.Clc1ncc(nc1)Cl.[Zn][Zn] MOFid-v1.pcu.cat0,Zn.JGILZSHHECIWTA.JVSDZAGCHKCSGR.OJQNRJKARCXWIN.MOFkey-v1.pcu,['[Zn][Zn]'],"['CCc1c([N][N]c2ccc(c(c2CC)Cl)C(=O)[O-])ccc(c1Cl)C(=O)[O-]', 'CCc1cc(C(=O)[O-])c(cc1C(=O)[O-])CC', 'Clc1ncc(nc1)Cl']",CCc1c([N][N]c2ccc(c(c2CC)Cl)C(=O)[O-])ccc(c1Cl)C(=O)[O-].CCc1cc(C(=O)[O-])c(cc1C(=O)[O-])CC.Clc1ncc(nc1)Cl.[Zn][Zn],pcu,80,4.84391,7.43301,0.8273369214620179,1792.8086557713634,P1,1,triclinic,1,False,BoydWoo,https://doi.org/10.24435/materialscloud:2018.0016/v3,PBE-D3BJ,"['Zn 06Sep2000', 'H 15Jun2001', 'C 08Apr2002', 'N 08Apr2002', 'Cl 06Sep2000', 'O 08Apr2002']",520,"[2, 2, 1]",True,False,-514.14369059,-4.61202,-509.53167059,0.0,2.05443,-1.549042,-2.753472,False,"[None, None]","[None, None]","[None, None]","[None, None]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7
